Name,Text,Type
715.Range-Module,"A Range Module is a module that tracks ranges of numbers. Design a data structure to track the ranges represented as half-open intervals and query about them.A half-open interval [left, right) denotes all the real numbers x where left <= x < right.Implement the RangeModule class: Example 1: Constraints:",Segment_Tree
729.My-Calendar-I,"You are implementing a program to use as your calendar. We can add a new event if adding the event will not cause a double booking.A double booking happens when two events have some non-empty intersection (i.e., some moment is common to both events.).The event can be represented as a pair of integers start and end that represents a booking on the half-open interval [start, end), the range of real numbers x such that start <= x < end.Implement the MyCalendar class: Example 1: Constraints:",Heap
975.Odd-Even-Jump,"You are given an integer array arr. From some starting index, you can make a series of jumps. The (1st, 3rd, 5th, ...) jumps in the series are called odd-numbered jumps, and the (2nd, 4th, 6th, ...) jumps in the series are called even-numbered jumps. Note that the jumps are numbered, not the indices.You may jump forward from index i to index j (with i < j) in the following way:A starting index is good if, starting from that index, you can reach the end of the array (index arr.length - 1) by jumping some number of times (possibly 0 or more than once).Return the number of good starting indices. Example 1:Example 2:Example 3: Constraints:",Heap
632.Smallest-Range-Covering-Elements-from-K-Lists,"Sorry, but we can't find the page you are looking for...",Heap
1675.Minimize-Deviation-in-Array,NOLEETCODE LINK,Heap
1296.Divide-Array-in-Sets-of-K-Consecutive-Numbers,NOLEETCODE LINK,Heap
1606.Find-Servers-That-Handled-Most-Number-of-Requests,NOLEETCODE LINK,Heap
1825.Finding-MK-Average,NOLEETCODE LINK,Heap
1847.Closest-Room,NOLEETCODE LINK,Heap
1912.Design-Movie-Rental-System,NOLEETCODE LINK,Heap
2071.Maximum-Number-of-Tasks-You-Can-Assign,NOLEETCODE LINK,Binary_Search
144.Binary-Tree-Preorder-Traversal,"Given the root of a binary tree, return the preorder traversal of its nodes' values. Example 1:Example 2:Example 3: Constraints: Follow up: Recursive solution is trivial, could you do it iteratively?",Tree
145.Binary-Tree-Postorder-Traversal,"Given the root of a binary tree, return the postorder traversal of its nodes' values. Example 1:Example 2:Example 3: Constraints: ",Tree
270.Closest-Binary-Search-Tree-Value,PREMIUMLOCKED,Tree
095.Unique-Binary-Search-Trees-II,"Given an integer n, return all the structurally unique BST's (binary search trees), which has exactly n nodes of unique values from 1 to n. Return the answer in any order. Example 1:Example 2: Constraints:",Tree
094.Binary-Tree-Inorder-Traversal,"Given the root of a binary tree, return the inorder traversal of its nodes' values. Example 1:Example 2:Example 3: Constraints: ",Tree
110.Balanced-Binary-Tree,"Given a binary tree, determine if it is height-balanced.For this problem, a height-balanced binary tree is defined as:a binary tree in which the left and right subtrees of every node differ in height by no more than 1. Example 1:Example 2:Example 3: Constraints:",Tree
222.Count-Complete-Tree-Nodes,"Given the root of a complete binary tree, return the number of the nodes in the tree.According to Wikipedia, every level, except possibly the last, is completely filled in a complete binary tree, and all nodes in the last level are as far left as possible. It can have between 1 and 2h nodes inclusive at the last level h.Design an algorithm that runs in less than O(n) time complexity. Example 1:Example 2:Example 3: Constraints:",Tree
099.Recover-Binary-Search-Tree,"You are given the root of a binary search tree (BST), where the values of exactly two nodes of the tree were swapped by mistake. Recover the tree without changing its structure. Example 1:Example 2: Constraints: ",Tree
114.Flatten-Binary-Tree-to-Linked-List,"Given the root of a binary tree, flatten the tree into a ""linked list"": Example 1:Example 2:Example 3: Constraints: ",Tree
098.Validate-Binary-Search-Tree,"Given the root of a binary tree, determine if it is a valid binary search tree (BST).A valid BST is defined as follows: Example 1:Example 2: Constraints:",Tree
117.Populating-Next-Right-Pointers-in-Each-Node-II,"Given a binary treePopulate each next pointer to point to its next right node. If there is no next right node, the next pointer should be set to NULL.Initially, all next pointers are set to NULL. Example 1:Example 2: Constraints: Follow-up:",Tree
298.Binary-Tree-Longest-Consecutive-Sequence,PREMIUMLOCKED,Tree
450.Delete-Node-in-a-BST,"Given a root node reference of a BST and a key, delete the node with the given key in the BST. Return the root node reference (possibly updated) of the BST.Basically, the deletion can be divided into two stages: Example 1:Example 2:Example 3: Constraints: Follow up: Could you solve it with time complexity O(height of tree)?",Tree
437.Path-Sum-III,"Given the root of a binary tree and an integer targetSum, return the number of paths where the sum of the values along the path equals targetSum.The path does not need to start or end at the root or a leaf, but it must go downwards (i.e., traveling only from parent nodes to child nodes). Example 1:Example 2: Constraints:",Tree
572.Subtree-of-Another-Tree,"Given the roots of two binary trees root and subRoot, return true if there is a subtree of root with the same structure and node values of subRoot and false otherwise.A subtree of a binary tree tree is a tree that consists of a node in tree and all of this node's descendants. The tree tree could also be considered as a subtree of itself. Example 1:Example 2: Constraints:",Tree
549.Binary-Tree-Longest-Consecutive-Sequence-II,PREMIUMLOCKED,Tree
173.Binary-Search-Tree-Iterator,"Implement the BSTIterator class that represents an iterator over the in-order traversal of a binary search tree (BST):Notice that by initializing the pointer to a non-existent smallest number, the first call to next() will return the smallest element in the BST.You may assume that next() calls will always be valid. That is, there will be at least a next number in the in-order traversal when next() is called. Example 1: Constraints: Follow up:",Stack
545.Boundary-of-Binary-Tree,PREMIUMLOCKED,Tree
272.Closest-Binary-Search-Tree-Value-II,PREMIUMLOCKED,Tree
310.Minimum-Height-Trees,"A tree is an undirected graph in which any two vertices are connected by exactly one path. In other words, any connected graph without simple cycles is a tree.Given a tree of n nodes labelled from 0 to n - 1, and an array of n - 1 edges where edges[i] = [ai, bi] indicates that there is an undirected edge between the two nodes ai and bi in the tree, you can choose any node of the tree as the root. When you select a node x as the root, the result tree has height h. Among all possible rooted trees, those with minimum height (i.e. min(h))  are called minimum height trees (MHTs).Return a list of all MHTs' root labels. You can return the answer in any order.The height of a rooted tree is the number of edges on the longest downward path between the root and a leaf. Example 1:Example 2: Constraints:",Tree
226.Invert-Binary-Tree,"Given the root of a binary tree, invert the tree, and return its root. Example 1:Example 2:Example 3: Constraints:",Tree
655.Print-Binary-Tree,"Given the root of a binary tree, construct a 0-indexed m x n string matrix res that represents a formatted layout of the tree. The formatted layout matrix should be constructed using the following rules:Return the constructed matrix res. Example 1:Example 2: Constraints:",Tree
897.Increasing-Order-Search-Tree,NOLEETCODE LINK,Tree
662.Maximum-Width-of-Binary-Tree,"Given the root of a binary tree, return the maximum width of the given tree.The maximum width of a tree is the maximum width among all levels.The width of one level is defined as the length between the end-nodes (the leftmost and rightmost non-null nodes), where the null nodes between the end-nodes are also counted into the length calculation.It is guaranteed that the answer will in the range of 32-bit signed integer. Example 1:Example 2:Example 3: Constraints:",Tree
863.All-Nodes-Distance-K-in-Binary-Tree,"Given the root of a binary tree, the value of a target node target, and an integer k, return an array of the values of all nodes that have a distance k from the target node.You can return the answer in any order. Example 1:Example 2: Constraints:",Tree
1104.Path-In-Zigzag-Labelled-Binary-Tree,NOLEETCODE LINK,Tree
1660.Correct-a-Binary-Tree,NOLEETCODE LINK,Tree
1666.Change-the-Root-of-a-Binary-Tree,NOLEETCODE LINK,Tree
1932.Merge-BSTs-to-Create-Single-BST,NOLEETCODE LINK,Tree
2003.Smallest-Missing-Genetic-Value-in-Each-Subtree,NOLEETCODE LINK,Tree
543.Diameter-of-Binary-Tree,"Given the root of a binary tree, return the length of the diameter of the tree.The diameter of a binary tree is the length of the longest path between any two nodes in a tree. This path may or may not pass through the root.The length of a path between two nodes is represented by the number of edges between them. Example 1:Example 2: Constraints:",Tree
